IATA,id,airport_name,city,country,ICAO,latitude,longitude,altitude,timezone,daylight_saving_time,database_timezone,type,source
KPO,2380.0,Pohang Airport,Pohang,South Korea,RKTH,35.987899780300005,129.419998169,70.0,9,U,Asia/Seoul,airport,OurAirports
KRF,718.0,Kramfors Sollefteå Airport,Kramfors,Sweden,ESNK,63.04859924316406,17.76889991760254,34.0,1,E,Europe/Stockholm,airport,OurAirports
KRK,669.0,John Paul II International Airport Kraków-Balice Airport,Krakow,Poland,EPKK,50.07770156860352,19.784799575805664,791.0,1,E,Europe/Warsaw,airport,OurAirports
KRL,6407.0,Korla Airport,Korla,China,ZWKL,41.69779968261719,86.12889862060547,0.0,8,U,Asia/Shanghai,airport,OurAirports
KRN,724.0,Kiruna Airport,Kiruna,Sweden,ESNQ,67.821998596191,20.336799621582,1508.0,1,E,Europe/Stockholm,airport,OurAirports
KRR,2960.0,Krasnodar Pashkovsky International Airport,Krasnodar,Russia,URKK,45.034698486328004,39.170501708984,118.0,3,N,Europe/Moscow,airport,OurAirports
KRS,638.0,Kristiansand Airport,Kristiansand,Norway,ENCN,58.2042007446289,8.085370063781737,57.0,1,E,Europe/Oslo,airport,OurAirports
KRT,1175.0,Khartoum International Airport,Khartoum,Sudan,HSSS,15.589500427246096,32.55319976806641,1265.0,3,U,Africa/Khartoum,airport,OurAirports
KRY,6408.0,Karamay Airport,Karamay,China,ZWKM,45.46655,84.9527,0.0,8,U,Asia/Shanghai,airport,OurAirports
KSA,2257.0,Kosrae International Airport,Kosrae,Micronesia,PTSA,5.35698,162.957993,11.0,11,U,Pacific/Kosrae,airport,OurAirports
KSC,1746.0,Košice Airport,Kosice,Slovakia,LZKZ,48.66310119628906,21.241100311279297,755.0,1,E,Europe/Bratislava,airport,OurAirports
KSH,2114.0,Shahid Ashrafi Esfahani Airport,Bakhtaran,Iran,OICC,34.3459014893,47.1581001282,4307.0,3.5,E,Asia/Tehran,airport,OurAirports
KSJ,1461.0,Kasos Airport,Kasos,Greece,LGKS,35.4213981628,26.909999847399998,35.0,2,E,Europe/Athens,airport,OurAirports
KSQ,6153.0,Karshi Khanabad Airport,Khanabad,Uzbekistan,UTSL,38.833599090599996,65.9215011597,1365.0,5,U,Asia/Samarkand,airport,OurAirports
KSU,647.0,Kristiansund Airport (Kvernberget),Kristiansund,Norway,ENKB,63.111801147461,7.8245201110839995,204.0,1,E,Europe/Oslo,airport,OurAirports
KSY,5796.0,Kars Airport,Kars,Turkey,LTCF,40.562198638916016,43.1150016784668,5889.0,3,E,Europe/Istanbul,airport,OurAirports
KTA,3345.0,Karratha Airport,Karratha,Australia,YPKA,-20.712200164799995,116.773002625,29.0,8,O,Australia/Perth,airport,OurAirports
KTE,3300.0,Kerteh Airport,Kerteh,Malaysia,WMKE,4.537220001220703,103.427001953125,18.0,8,N,Asia/Kuala_Lumpur,airport,OurAirports
KTM,3125.0,Tribhuvan International Airport,Kathmandu,Nepal,VNKT,27.696599960300002,85.35910034179999,4390.0,5.75,N,Asia/Katmandu,airport,OurAirports
KTN,3808.0,Ketchikan International Airport,Ketchikan,United States,PAKT,55.35559845,-131.7140045,89.0,-9,A,America/Anchorage,airport,OurAirports
KTT,438.0,Kittilä Airport,Kittila,Finland,EFKT,67.700996398926,24.846799850464002,644.0,2,E,Europe/Helsinki,airport,OurAirports
KTW,671.0,Katowice International Airport,Katowice,Poland,EPKT,50.4743,19.08,995.0,1,E,Europe/Warsaw,airport,OurAirports
KUA,3299.0,Kuantan Airport,Kuantan,Malaysia,WMKD,3.775389909744263,103.20899963378906,58.0,8,N,Asia/Kuala_Lumpur,airport,OurAirports
KUD,6222.0,Kudat Airport,Kudat,Malaysia,WBKT,6.922500133514403,116.83599853515624,10.0,8,N,Asia/Kuala_Lumpur,airport,OurAirports
KUF,2993.0,Kurumoch International Airport,Samara,Russia,UWWW,53.504901885986,50.16429901123,477.0,4,N,Europe/Samara,airport,OurAirports
KUH,5994.0,Kushiro Airport,Kushiro,Japan,RJCK,43.0410003662,144.192993164,327.0,9,U,Asia/Tokyo,airport,OurAirports
KUL,3304.0,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,WMKK,2.7455799579619997,101.70999908446998,69.0,8,N,Asia/Kuala_Lumpur,airport,OurAirports
KUO,439.0,Kuopio Airport,Kuopio,Finland,EFKU,63.007099151611,27.797800064087,323.0,2,E,Europe/Helsinki,airport,OurAirports
KUU,3085.0,Kullu Manali Airport,Kulu,India,VIBR,31.87669944763184,77.15440368652344,3573.0,5.5,N,Asia/Calcutta,airport,OurAirports
KUV,6003.0,Kunsan Air Base,Kunsan,South Korea,RKJK,35.90380096435547,126.61599731445312,29.0,9,U,Asia/Seoul,airport,OurAirports
KVA,1462.0,Alexander the Great International Airport,Kavala,Greece,LGKV,40.91329956054688,24.619199752807614,18.0,2,E,Europe/Athens,airport,OurAirports
KVD,6089.0,Ganja Airport,Ganja,Azerbaijan,UBBG,40.737701416015625,46.31760025024414,1083.0,4,E,Asia/Baku,airport,OurAirports
KWA,2251.0,Bucholz Army Air Field,Kwajalein,Marshall Islands,PKWA,8.720120429992676,167.73199462890625,9.0,12,U,Pacific/Majuro,airport,OurAirports
KWE,3394.0,Longdongbao Airport,Guiyang,China,ZUGY,26.53849983215332,106.8010025024414,3736.0,8,U,Asia/Shanghai,airport,OurAirports
KWI,2176.0,Kuwait International Airport,Kuwait,Kuwait,OKBK,29.226600646972656,47.96889877319336,206.0,3,U,Asia/Kuwait,airport,OurAirports
KWJ,2361.0,Gwangju Airport,Kwangju,South Korea,RKJJ,35.1263999939,126.808998108,39.0,9,U,Asia/Seoul,airport,OurAirports
KWL,3372.0,Guilin Liangjiang International Airport,Guilin,China,ZGKL,25.21809959411621,110.03900146484376,570.0,8,U,Asia/Shanghai,airport,OurAirports
KYA,1691.0,Konya Airport,Konya,Turkey,LTAN,37.979,32.561901,3392.0,3,E,Europe/Istanbul,airport,OurAirports
KZN,2990.0,Kazan International Airport,Kazan,Russia,UWKD,55.606201171875,49.278701782227,411.0,3,N,Europe/Moscow,airport,OurAirports
KZR,9045.0,Zafer Airport,Kutahya,Turkey,LTBZ,39.107377,30.115724,3327.0,3,E,Europe/Istanbul,airport,OurAirports
KZS,4196.0,Kastelorizo Airport,Kastelorizo,Greece,LGKJ,36.1417007446,29.5764007568,489.0,2,E,Europe/Athens,airport,OurAirports
LAD,951.0,Quatro de Fevereiro Airport,Luanda,Angola,FNLU,-8.85836982727,13.231200218199996,243.0,1,N,Africa/Luanda,airport,OurAirports
LAN,3544.0,Capital City Airport,Lansing,United States,KLAN,42.77870178222656,-84.58740234375,861.0,-5,A,America/New_York,airport,OurAirports
LAP,1816.0,Manuel Márquez de León International Airport,La Paz,Mexico,MMLP,24.0727005005,-110.36199951200001,69.0,-7,S,America/Mazatlan,airport,OurAirports
LAR,5746.0,Laramie Regional Airport,Laramie,United States,KLAR,41.31209945678711,-105.6750030517578,7284.0,-7,A,America/Denver,airport,OurAirports
LAS,3877.0,McCarran International Airport,Las Vegas,United States,KLAS,36.08010101,-115.15200039999999,2181.0,-8,A,America/Los_Angeles,airport,OurAirports
LAW,4256.0,Lawton Fort Sill Regional Airport,Lawton,United States,KLAW,34.5676994324,-98.4166030884,1110.0,-6,A,America/Chicago,airport,OurAirports
LAX,3484.0,Los Angeles International Airport,Los Angeles,United States,KLAX,33.94250107,-118.40799709999999,125.0,-8,A,America/Los_Angeles,airport,OurAirports
LBA,517.0,Leeds Bradford Airport,Leeds,United Kingdom,EGNM,53.86589813232422,-1.6605700254440308,681.0,0,E,Europe/London,airport,OurAirports
LBB,3829.0,Lubbock Preston Smith International Airport,Lubbock,United States,KLBB,33.66360092163086,-101.822998046875,3282.0,-6,A,America/Chicago,airport,OurAirports
LBD,6147.0,Khudzhand Airport,Khudzhand,Tajikistan,UTDL,40.21540069580078,69.6947021484375,1450.0,5,U,Asia/Dushanbe,airport,OurAirports
LBJ,3917.0,Komodo (Mutiara II) Airport,Labuhan Bajo,Indonesia,WATO,-8.486660003662111,119.88899993896484,66.0,8,N,Asia/Makassar,airport,OurAirports
LBL,4341.0,Liberal Mid-America Regional Airport,Liberal,United States,KLBL,37.04420089999999,-100.95999909999999,2885.0,-6,A,America/Chicago,airport,OurAirports
LBP,5855.0,Long Banga Airport,Long Banga,Malaysia,\N,3.18495,115.454,750.0,8,N,Asia/Kuala_Lumpur,airport,User
LBU,3270.0,Labuan Airport,Labuan,Malaysia,WBKL,5.300680160522461,115.25,101.0,8,N,Asia/Kuala_Lumpur,airport,OurAirports
LBV,970.0,Libreville Leon M'ba International Airport,Libreville,Gabon,FOOL,0.45860001444799997,9.4122800827,39.0,1,N,Africa/Libreville,airport,OurAirports
LCA,1197.0,Larnaca International Airport,Larnaca,Cyprus,LCLK,34.875099182128906,33.62490081787109,8.0,2,E,Asia/Nicosia,airport,OurAirports
LCG,1220.0,A Coruña Airport,La Coruna,Spain,LECO,43.302101135253906,-8.377260208129883,326.0,1,E,Europe/Madrid,airport,OurAirports
LCH,3513.0,Lake Charles Regional Airport,Lake Charles,United States,KLCH,30.12610054016113,-93.22329711914062,15.0,-6,A,America/Chicago,airport,OurAirports
LCY,503.0,London City Airport,London,United Kingdom,EGLC,51.505299,0.055277999999999994,19.0,0,E,Europe/London,airport,OurAirports
LDB,2581.0,Governador José Richa Airport,Londrina,Brazil,SBLO,-23.3335990906,-51.1301002502,1867.0,-3,S,America/Sao_Paulo,airport,OurAirports
LDE,1276.0,Tarbes-Lourdes-Pyrénées Airport,Tarbes,France,LFBT,43.1786994934082,-0.006438999902456999,1260.0,1,E,Europe/Paris,airport,OurAirports
LDH,6285.0,Lord Howe Island Airport,Lord Howe Island,Australia,YLHI,-31.5382995605,159.07699585,5.0,10.5,O,Australia/Lord_Howe,airport,OurAirports
LDS,9848.0,Lindu Airport,Yinchun,China,ZYLD,47.7520555556,129.019125,791.0,8,N,Asia/Shanghai,airport,OurAirports
LDU,3268.0,Lahad Datu Airport,Lahad Datu,Malaysia,WBKD,5.032249927520752,118.3239974975586,45.0,8,N,Asia/Kuala_Lumpur,airport,OurAirports
LEA,3348.0,Learmonth Airport,Learmonth,Australia,YPLM,-22.2355995178,114.08899688700001,19.0,8,O,Australia/Perth,airport,OurAirports
LED,2948.0,Pulkovo Airport,St. Petersburg,Russia,ULLI,59.80030059814453,30.26250076293945,78.0,3,N,Europe/Moscow,airport,OurAirports
LEI,1213.0,Almería International Airport,Almeria,Spain,LEAM,36.84389877319336,-2.3701000213623047,70.0,1,E,Europe/Madrid,airport,OurAirports
LEJ,348.0,Leipzig Halle Airport,Leipzig,Germany,EDDP,51.423888899999994,12.236388900000001,465.0,1,E,Europe/Berlin,airport,OurAirports
LEN,6756.0,Leon Airport,Leon,Spain,LELN,42.5890007019043,-5.65556001663208,3006.0,1,E,Europe/Madrid,airport,OurAirports
LET,2728.0,Alfredo Vásquez Cobo International Airport,Leticia,Colombia,SKLT,-4.19355,-69.9432,277.0,-5,U,America/Bogota,airport,OurAirports
LEX,4017.0,Blue Grass Airport,Lexington KY,United States,KLEX,38.0364990234375,-84.60590362548828,979.0,-5,A,America/New_York,airport,OurAirports
LFT,3493.0,Lafayette Regional Airport,Lafayette,United States,KLFT,30.20529938,-91.98760223,42.0,-6,A,America/Chicago,airport,OurAirports
LFW,298.0,Lomé-Tokoin Airport,Lome,Togo,DXXX,6.165609836578369,1.2545100450515747,72.0,0,N,Africa/Lome,airport,OurAirports
LGA,3697.0,La Guardia Airport,New York,United States,KLGA,40.77719879,-73.87259674,21.0,-5,A,America/New_York,airport,OurAirports
LGB,3582.0,Long Beach /Daugherty Field/ Airport,Long Beach,United States,KLGB,33.81769943,-118.15200039999999,60.0,-8,A,America/Los_Angeles,airport,OurAirports
LGG,309.0,Liège Airport,Liege,Belgium,EBLG,50.63740158081055,5.443220138549805,659.0,1,E,Europe/Brussels,airport,OurAirports
LGK,3305.0,Langkawi International Airport,Langkawi,Malaysia,WMKL,6.329730033874513,99.72869873046876,29.0,8,N,Asia/Kuala_Lumpur,airport,OurAirports
LGL,6215.0,Long Lellang Airport,Long Datih,Malaysia,WBGF,3.42100000381,115.153999329,1400.0,8,N,Asia/Kuala_Lumpur,airport,OurAirports
LGW,502.0,London Gatwick Airport,London,United Kingdom,EGKK,51.14810180664063,-0.19027799367904666,202.0,0,E,Europe/London,airport,OurAirports
LHE,2207.0,Alama Iqbal International Airport,Lahore,Pakistan,OPLA,31.5216007232666,74.40360260009766,712.0,5,N,Asia/Karachi,airport,OurAirports
LHR,507.0,London Heathrow Airport,London,United Kingdom,EGLL,51.4706,-0.461941,83.0,0,E,Europe/London,airport,OurAirports
LHW,3378.0,Lanzhou Zhongchuan Airport,Lanzhou,China,ZLLL,36.5152015686,103.620002747,6388.0,8,U,Asia/Shanghai,airport,OurAirports
LIG,1270.0,Limoges Airport,Limoges,France,LFBL,45.86280059814453,1.1794400215148926,1300.0,1,E,Europe/Paris,airport,OurAirports
LIH,3602.0,Lihue Airport,Lihue,United States,PHLI,21.97599983215332,-159.33900451660156,153.0,-10,N,Pacific/Honolulu,airport,OurAirports
LIL,1399.0,Lille-Lesquin Airport,Lille,France,LFQQ,50.563332,3.0868860000000002,157.0,1,E,Europe/Paris,airport,OurAirports
LIM,2789.0,Jorge Chávez International Airport,Lima,Peru,SPIM,-12.0219,-77.114304,113.0,-5,U,America/Lima,airport,OurAirports
LIN,1529.0,Milano Linate Airport,Milan,Italy,LIML,45.445099,9.27674,353.0,1,E,Europe/Rome,airport,OurAirports
LIR,1881.0,Daniel Oduber Quiros International Airport,Liberia,Costa Rica,MRLB,10.593299865722656,-85.54440307617188,270.0,-6,U,America/Costa_Rica,airport,OurAirports
LIS,1638.0,Lisbon Portela Airport,Lisbon,Portugal,LPPT,38.7812995911,-9.13591957092,374.0,0,E,Europe/Lisbon,airport,OurAirports
LIT,3660.0,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,United States,KLIT,34.729400634799994,-92.22429656979999,262.0,-6,A,America/Chicago,airport,OurAirports
LJG,4033.0,Lijiang Airport,Lijiang,China,ZPLJ,26.6800003052,100.24600219700001,0.0,8,U,Asia/Shanghai,airport,OurAirports
LJU,1569.0,Ljubljana Jože Pučnik Airport,Ljubljana,Slovenia,LJLJ,46.223701,14.4576,1273.0,1,E,Europe/Ljubljana,airport,OurAirports
LKH,6769.0,Long Akah Airport,Long Akah,Malaysia,WBGL,3.2999999523162837,114.78299713134766,289.0,8,N,Asia/Kuala_Lumpur,airport,OurAirports
LKO,3105.0,Chaudhary Charan Singh International Airport,Lucknow,India,VILK,26.7605991364,80.8892974854,410.0,5.5,N,Asia/Calcutta,airport,OurAirports
LLA,734.0,Luleå Airport,Lulea,Sweden,ESPA,65.543800354004,22.121999740601,65.0,1,E,Europe/Stockholm,airport,OurAirports
LLB,,,,,,,,,,,,,
LLF,8845.0,Lingling Airport,Yongzhou,China,ZGLG,26.338661,111.61004299999999,340.0,8,U,Asia/Shanghai,airport,OurAirports
LLI,1117.0,Lalibella Airport,Lalibella,Ethiopia,HALL,11.975000381469727,38.97999954223633,6506.0,3,U,Africa/Addis_Ababa,airport,OurAirports
LLW,1016.0,Lilongwe International Airport,Lilongwe,Malawi,FWKI,-13.7894001007,33.78099823,4035.0,2,U,Africa/Blantyre,airport,OurAirports
LMM,1814.0,Valle del Fuerte International Airport,Los Mochis,Mexico,MMLM,25.6851997375,-109.081001282,16.0,-7,S,America/Mazatlan,airport,OurAirports
LMN,3264.0,Limbang Airport,Limbang,Malaysia,WBGJ,4.808300018310547,115.01000213623048,14.0,8,N,Asia/Kuala_Lumpur,airport,OurAirports
LMT,5750.0,Klamath Falls Airport,Klamath Falls,United States,KLMT,42.15610122680664,-121.73300170898438,4095.0,-8,A,America/Los_Angeles,airport,OurAirports
LNJ,7527.0,Lincang Airport,Lincang,China,ZPLC,23.738332999999997,100.025,1500.0,8,U,Asia/Shanghai,airport,User
LNK,3543.0,Lincoln Airport,Lincoln,United States,KLNK,40.85100173950195,-96.75920104980469,1219.0,-6,A,America/Chicago,airport,OurAirports
LNZ,1611.0,Linz Hörsching Airport,Linz,Austria,LOWL,48.2332,14.1875,980.0,1,E,Europe/Vienna,airport,OurAirports
LOP,8401.0,Lombok International Airport,Praya,Indonesia,WADL,-8.757322,116.276675,319.0,8,N,Asia/Makassar,airport,OurAirports
LOS,273.0,Murtala Muhammed International Airport,Lagos,Nigeria,DNMM,6.5773701667785645,3.321160078048706,135.0,1,N,Africa/Lagos,airport,OurAirports
LPA,1054.0,Gran Canaria Airport,Gran Canaria,Spain,GCLP,27.931900024414066,-15.38659954071045,78.0,0,E,Atlantic/Canary,airport,OurAirports
LPB,2762.0,El Alto International Airport,La Paz,Bolivia,SLLP,-16.513299942016598,-68.19229888916016,13355.0,-4,U,America/La_Paz,airport,OurAirports
LPI,742.0,Linköping City Airport,Linkoeping,Sweden,ESSL,58.406200408900006,15.6805000305,172.0,1,E,Europe/Stockholm,airport,OurAirports
LPQ,3115.0,Luang Phabang International Airport,Luang Prabang,Laos,VLLB,19.897300720214844,102.16100311279295,955.0,7,U,Asia/Vientiane,airport,OurAirports
LRD,3691.0,Laredo International Airport,Laredo,United States,KLRD,27.543800354003906,-99.46160125732422,508.0,-6,A,America/Chicago,airport,OurAirports
LRE,6289.0,Longreach Airport,Longreach,Australia,YLRE,-23.4342002869,144.279998779,627.0,10,O,Australia/Brisbane,airport,OurAirports
LRH,6493.0,La Rochelle-Île de Ré Airport,La Rochelle,France,LFBH,46.17919921875,-1.1952799558639526,74.0,1,E,Europe/Paris,airport,OurAirports
LRM,1759.0,Casa De Campo International Airport,La Romana,Dominican Republic,MDLR,18.45070075988769,-68.91179656982422,240.0,-4,U,America/Santo_Domingo,airport,OurAirports
LRS,1464.0,Leros Airport,Leros,Greece,LGLE,37.1848983765,26.800300598099998,39.0,2,E,Europe/Athens,airport,OurAirports
LSE,4044.0,La Crosse Municipal Airport,La Crosse,United States,KLSE,43.879002,-91.256699,655.0,-6,A,America/Chicago,airport,OurAirports
LST,3337.0,Launceston Airport,Launceston,Australia,YMLT,-41.54529953,147.214004517,562.0,10,O,Australia/Melbourne,airport,OurAirports
LTN,492.0,London Luton Airport,London,United Kingdom,EGGW,51.87469863891602,-0.36833301186561584,526.0,0,E,Europe/London,airport,OurAirports
LUG,1675.0,Lugano Airport,Lugano,Switzerland,LSZA,46.00429916379999,8.9105796814,915.0,1,E,Europe/Zurich,airport,OurAirports
LUH,3103.0,Ludhiana Airport,Ludhiaha,India,VILD,30.854700088500977,75.95259857177734,834.0,5.5,N,Asia/Calcutta,airport,OurAirports
LUM,6376.0,Mangshi Airport,Luxi,China,ZPLX,24.4011,98.5317,2890.0,8,U,Asia/Shanghai,airport,OurAirports
LUN,907.0,Kenneth Kaunda International Airport Lusaka,Lusaka,Zambia,FLLS,-15.330800056500001,28.4526004791,3779.0,2,U,Africa/Lusaka,airport,OurAirports
LUQ,2467.0,Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,Argentina,SAOU,-33.2732009888,-66.3563995361,2328.0,-3,N,America/Argentina/San_Luis,airport,OurAirports
LUX,629.0,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,ELLX,49.6233333,6.204444400000001,1234.0,1,E,Europe/Luxembourg,airport,OurAirports
LVI,906.0,Livingstone Airport,Livingstone,Zambia,FLLI,-17.821800231933594,25.82270050048828,3302.0,2,U,Africa/Lusaka,airport,OurAirports
LWB,6958.0,Greenbrier Valley Airport,Lewisburg,United States,KLWB,37.8582992554,-80.3994979858,2302.0,-5,U,America/New_York,airport,OurAirports
LWO,2945.0,Lviv International Airport,Lvov,Ukraine,UKLL,49.8125,23.95610046386719,1071.0,2,E,Europe/Kiev,airport,OurAirports
LWS,3945.0,Lewiston Nez Perce County Airport,Lewiston,United States,KLWS,46.3745002746582,-117.01499938964844,1442.0,-8,A,America/Los_Angeles,airport,OurAirports
LWY,6219.0,Lawas Airport,Lawas,Malaysia,WBGW,4.849170207977295,115.40799713134766,5.0,8,N,Asia/Kuala_Lumpur,airport,OurAirports
LXA,4097.0,Lhasa Gonggar Airport,Lhasa,China,ZULS,29.2978000641,90.9119033813,11713.0,8,U,Asia/Shanghai,airport,OurAirports
LXR,1132.0,Luxor International Airport,Luxor,Egypt,HELX,25.670999527,32.7066001892,294.0,2,U,Africa/Cairo,airport,OurAirports
LXS,1465.0,Limnos Airport,Limnos,Greece,LGLM,39.917098999000004,25.236299514799995,14.0,2,E,Europe/Athens,airport,OurAirports
LYA,4148.0,Luoyang Airport,Luoyang,China,ZHLY,34.741100311299995,112.38800048799999,840.0,8,U,Asia/Shanghai,airport,OurAirports
LYC,719.0,Lycksele Airport,Lycksele,Sweden,ESNL,64.54830169677734,18.71619987487793,705.0,1,E,Europe/Stockholm,airport,OurAirports
LYG,6383.0,Lianyungang Airport,Lianyungang,China,ZSLG,34.571667,118.87361100000001,0.0,8,U,Asia/Shanghai,airport,OurAirports
LYH,5753.0,Lynchburg Regional Preston Glenn Field,Lynchburg,United States,KLYH,37.326698303222656,-79.20040130615234,938.0,-5,A,America/New_York,airport,OurAirports
LYI,6385.0,Shubuling Airport,Linyi,China,ZSLY,35.04610061645508,118.41200256347656,0.0,8,U,Asia/Shanghai,airport,OurAirports
LYR,658.0,"Svalbard Airport, Longyear",Svalbard,Norway,ENSB,78.246101379395,15.465600013733,88.0,1,E,Arctic/Longyearbyen,airport,OurAirports
LYS,1335.0,Lyon Saint-Exupéry Airport,Lyon,France,LFLL,45.72555560000001,5.081111099999999,821.0,1,E,Europe/Paris,airport,OurAirports
LZC,1813.0,Lázaro Cárdenas Airport,Lazard Cardenas,Mexico,MMLC,18.0016994476,-102.221000671,39.0,-6,S,America/Mexico_City,airport,OurAirports
LZH,6356.0,Liuzhou Bailian Airport,Liuzhou,China,ZGZH,24.2075,109.390999,295.0,8,U,Asia/Shanghai,airport,OurAirports
LZO,6399.0,Luzhou Airport,Luzhou,China,ZULZ,28.85219955444336,105.39299774169922,0.0,8,U,Asia/Shanghai,airport,OurAirports
LZY,6402.0,Nyingchi Airport,Nyingchi,China,ZUNZ,29.303300857543945,94.33529663085938,9675.0,8,U,Asia/Shanghai,airport,OurAirports
MAA,3144.0,Chennai International Airport,Madras,India,VOMM,12.990005493164062,80.16929626464844,52.0,5.5,N,Asia/Calcutta,airport,OurAirports
MAB,2584.0,João Correa da Rocha Airport,Maraba,Brazil,SBMA,-5.36858987808,-49.1380004883,357.0,-3,S,America/Belem,airport,OurAirports
MAD,1229.0,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,LEMD,40.471926,-3.56264,1998.0,1,E,Europe/Madrid,airport,OurAirports
MAF,3652.0,Midland International Airport,Midland,United States,KMAF,31.9424991607666,-102.2020034790039,2871.0,-6,A,America/Chicago,airport,OurAirports
MAH,1231.0,Menorca Airport,Menorca,Spain,LEMH,39.86259841918945,4.2186498641967765,302.0,1,E,Europe/Madrid,airport,OurAirports
MAJ,2249.0,Marshall Islands International Airport,Majuro,Marshall Islands,PKMJ,7.064760208129883,171.27200317382812,6.0,12,U,Pacific/Majuro,airport,OurAirports
MAM,1818.0,General Servando Canales International Airport,Matamoros,Mexico,MMMA,25.7698993683,-97.5252990723,25.0,-6,S,America/Mexico_City,airport,OurAirports
MAN,478.0,Manchester Airport,Manchester,United Kingdom,EGCC,53.35369873046875,-2.2749500274658203,257.0,0,E,Europe/London,airport,OurAirports
MAO,2551.0,Eduardo Gomes International Airport,Manaus,Brazil,SBEG,-3.038609981536865,-60.04970169067383,264.0,-4,S,America/Boa_Vista,airport,OurAirports
MAR,2848.0,La Chinita International Airport,Maracaibo,Venezuela,SVMC,10.5582084656,-71.7278594971,239.0,-4,U,America/Caracas,airport,OurAirports
MBA,1145.0,Mombasa Moi International Airport,Mombasa,Kenya,HKMO,-4.034830093383788,39.594200134277344,200.0,3,U,Africa/Nairobi,airport,OurAirports
MBE,2298.0,Monbetsu Airport,Monbetsu,Japan,RJEB,44.303901672399995,143.404006958,80.0,9,U,Asia/Tokyo,airport,OurAirports
MBJ,1780.0,Sangster International Airport,Montego Bay,Jamaica,MKJS,18.503700256347656,-77.91339874267578,4.0,-5,U,America/Jamaica,airport,OurAirports
MBS,4128.0,MBS International Airport,Saginaw,United States,KMBS,43.532901763916016,-84.07959747314453,668.0,-5,A,America/New_York,airport,OurAirports
MCI,3458.0,Kansas City International Airport,Kansas City,United States,KMCI,39.2976,-94.713898,1026.0,-6,A,America/Chicago,airport,OurAirports
MCO,3878.0,Orlando International Airport,Orlando,United States,KMCO,28.429399490356445,-81.30899810791016,96.0,-5,A,America/New_York,airport,OurAirports
MCP,2591.0,Alberto Alcolumbre Airport,Macapa,Brazil,SBMQ,0.0506640002131,-51.0722007751,56.0,-3,S,America/Fortaleza,airport,OurAirports
MCT,2194.0,Muscat International Airport,Muscat,Oman,OOMS,23.593299865722656,58.284400939941406,48.0,4,U,Asia/Muscat,airport,OurAirports
MCZ,2590.0,Zumbi dos Palmares Airport,Maceio,Brazil,SBMO,-9.510809898376463,-35.79169845581055,387.0,-3,S,America/Fortaleza,airport,OurAirports
MDC,3250.0,Sam Ratulangi Airport,Manado,Indonesia,WAMM,1.5492600202560425,124.9260025024414,264.0,8,N,Asia/Makassar,airport,OurAirports
MDE,2745.0,Jose Maria Córdova International Airport,Rio Negro,Colombia,SKRG,6.164540000000001,-75.4231,6955.0,-5,U,America/Bogota,airport,OurAirports
MDG,3402.0,Mudanjiang Hailang International Airport,Mudanjiang,China,ZYMD,44.524101257299996,129.569000244,883.0,8,U,Asia/Shanghai,airport,OurAirports
MDL,3222.0,Mandalay International Airport,Mandalay,Burma,VYMD,21.702199935913086,95.97789764404295,300.0,6.5,U,Asia/Rangoon,airport,OurAirports
MDQ,2508.0,Ástor Piazzola International Airport,Mar Del Plata,Argentina,SAZM,-37.9342,-57.5733,72.0,-3,N,America/Buenos_Aires,airport,OurAirports
MDT,3542.0,Harrisburg International Airport,Harrisburg,United States,KMDT,40.1935005188,-76.7633972168,310.0,-5,A,America/New_York,airport,OurAirports
MDW,3747.0,Chicago Midway International Airport,Chicago,United States,KMDW,41.7859992980957,-87.75240325927734,620.0,-6,A,America/Chicago,airport,OurAirports
MDZ,2452.0,El Plumerillo Airport,Mendoza,Argentina,SAME,-32.831699371300004,-68.7929000854,2310.0,-3,N,America/Mendoza,airport,OurAirports
MED,2074.0,Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia,OEMA,24.55340003967285,39.7051010131836,2151.0,3,U,Asia/Riyadh,airport,OurAirports
MEL,3339.0,Melbourne International Airport,Melbourne,Australia,YMML,-37.673301696777344,144.84300231933594,434.0,10,O,Australia/Hobart,airport,OurAirports
MEM,3473.0,Memphis International Airport,Memphis,United States,KMEM,35.04240036010742,-89.97669982910156,341.0,-6,A,America/Chicago,airport,OurAirports
MEX,1824.0,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MMMX,19.4363,-99.072098,7316.0,-6,S,America/Mexico_City,airport,OurAirports
MFE,3826.0,Mc Allen Miller International Airport,Mcallen,United States,KMFE,26.17580032,-98.23860168,107.0,-6,A,America/Chicago,airport,OurAirports
MFM,3121.0,Macau International Airport,Macau,Macau,VMMC,22.149599075317386,113.59200286865234,20.0,8,U,Asia/Macau,airport,OurAirports
MFR,4101.0,Rogue Valley International Medford Airport,Medford,United States,KMFR,42.37419891357422,-122.8730010986328,1335.0,-8,A,America/Los_Angeles,airport,OurAirports
MGA,1863.0,Augusto C. Sandino (Managua) International Airport,Managua,Nicaragua,MNMG,12.141500473022461,-86.16819763183594,194.0,-6,U,America/Managua,airport,OurAirports
